town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,transaction_year,transaction_month_num,remaining_lease_years,age_of_flat_at_transaction,price_per_sqm
pasir ris,executive,206,pasir ris st 21,01 to 03,148.0,apartment,1993,68 years 08 months,770000.0,2024,2,68,31,5202.7027027027025
pasir ris,executive,131,pasir ris st 11,01 to 03,165.0,apartment,1994,69 years 09 months,799000.0,2024,2,69,30,4842.424242424242
pasir ris,executive,509,pasir ris st 52,07 to 09,146.0,apartment,1993,68 years 08 months,805000.0,2024,2,68,31,5513.698630136986
pasir ris,executive,463,pasir ris st 41,07 to 09,144.0,apartment,1992,67 years 11 months,815000.0,2024,2,67,32,5659.722222222223
pasir ris,executive,645,pasir ris dr 10,04 to 06,148.0,apartment,1995,70 years 08 months,825000.0,2024,2,70,29,5574.324324324324
pasir ris,executive,548,pasir ris st 51,04 to 06,144.0,apartment,1992,67 years 10 months,875000.0,2024,2,67,32,6076.388888888889
pasir ris,executive,603,elias rd,04 to 06,150.0,maisonette,1995,70 years 02 months,880000.0,2024,2,70,29,5866.666666666667
pasir ris,executive,602,elias rd,07 to 09,154.0,apartment,1995,70 years 02 months,900000.0,2024,2,70,29,5844.1558441558445
pasir ris,executive,716,pasir ris st 72,16 to 18,143.0,apartment,1996,71 years 05 months,1003000.0,2024,2,71,28,7013.986013986014
pasir ris,executive,245,pasir ris st 21,10 to 12,147.0,apartment,1993,68 years 05 months,760000.0,2024,3,68,31,5170.068027210885
pasir ris,executive,207,pasir ris st 21,07 to 09,148.0,apartment,1993,68 years 06 months,780000.0,2024,3,68,31,5270.27027027027
pasir ris,executive,217,pasir ris st 21,04 to 06,149.0,apartment,1993,68 years 05 months,780000.0,2024,3,68,31,5234.89932885906
pasir ris,executive,250,pasir ris st 21,01 to 03,148.0,apartment,1993,68 years 05 months,800000.0,2024,3,68,31,5405.405405405405
pasir ris,executive,243,pasir ris st 21,10 to 12,145.0,apartment,1993,68 years 06 months,800888.0,2024,3,68,31,5523.365517241379
pasir ris,executive,220,pasir ris st 21,07 to 09,146.0,apartment,1993,68 years 05 months,808000.0,2024,3,68,31,5534.246575342466
pasir ris,executive,153,pasir ris st 13,01 to 03,145.0,apartment,1995,70 years,818000.0,2024,3,70,29,5641.379310344828
pasir ris,executive,779,pasir ris st 71,04 to 06,144.0,apartment,1996,71 years 07 months,818000.0,2024,3,71,28,5680.555555555556
pasir ris,executive,269,pasir ris st 21,07 to 09,146.0,apartment,1994,69 years 08 months,818000.0,2024,3,69,30,5602.739726027397
pasir ris,executive,448,pasir ris dr 6,01 to 03,146.0,maisonette,1989,64 years 10 months,835000.0,2024,3,64,35,5719.178082191781
pasir ris,executive,465,pasir ris st 41,07 to 09,150.0,apartment,1992,67 years 11 months,846000.0,2024,3,67,32,5640.0
pasir ris,executive,582,pasir ris st 53,04 to 06,148.0,apartment,1995,70 years 08 months,850000.0,2024,3,70,29,5743.243243243243
pasir ris,executive,505,pasir ris st 52,04 to 06,146.0,apartment,1993,68 years 07 months,850888.0,2024,3,68,31,5828.0
pasir ris,executive,647,pasir ris dr 10,10 to 12,150.0,apartment,1995,70 years 06 months,878000.0,2024,3,70,29,5853.333333333333
pasir ris,executive,510,pasir ris st 52,13 to 15,146.0,apartment,1993,68 years 07 months,880000.0,2024,3,68,31,6027.397260273972
pasir ris,executive,448,pasir ris dr 6,04 to 06,146.0,maisonette,1989,64 years 10 months,890000.0,2024,3,64,35,6095.890410958904
pasir ris,executive,584,pasir ris st 53,07 to 09,145.0,apartment,1995,70 years 08 months,908000.0,2024,3,70,29,6262.068965517241
pasir ris,executive,408,pasir ris dr 6,04 to 06,152.0,maisonette,1990,65 years 02 months,930000.0,2024,3,65,34,6118.421052631579
pasir ris,executive,531,pasir ris dr 1,01 to 03,147.0,maisonette,1992,67 years 10 months,938000.0,2024,3,67,32,6380.952380952381
pasir ris,executive,711,pasir ris st 72,07 to 09,145.0,maisonette,1996,71 years 03 months,950000.0,2024,3,71,28,6551.724137931034
pasir ris,executive,270,pasir ris st 21,01 to 03,144.0,apartment,1994,69 years 08 months,750000.0,2024,4,69,30,5208.333333333333
pasir ris,executive,133,pasir ris st 11,01 to 03,147.0,apartment,1994,69 years 07 months,770000.0,2024,4,69,30,5238.0952380952385
pasir ris,executive,580,pasir ris st 53,01 to 03,148.0,apartment,1995,70 years 07 months,820000.0,2024,4,70,29,5540.540540540541
pasir ris,executive,456,pasir ris dr 4,10 to 12,143.0,apartment,1992,67 years 09 months,830000.0,2024,4,67,32,5804.195804195804
pasir ris,executive,712,pasir ris st 72,01 to 03,147.0,apartment,1996,71 years 04 months,840000.0,2024,4,71,28,5714.285714285715
pasir ris,executive,782,pasir ris st 71,04 to 06,144.0,apartment,1996,71 years 05 months,845000.0,2024,4,71,28,5868.055555555556
pasir ris,executive,464,pasir ris st 41,07 to 09,146.0,apartment,1992,67 years 09 months,858000.0,2024,4,67,32,5876.712328767123
pasir ris,executive,504,pasir ris st 52,07 to 09,145.0,apartment,1993,68 years 06 months,878888.0,2024,4,68,31,6061.296551724138
pasir ris,executive,507,pasir ris st 52,10 to 12,145.0,apartment,1993,68 years 06 months,880000.0,2024,4,68,31,6068.9655172413795
pasir ris,executive,459,pasir ris dr 4,10 to 12,142.0,apartment,1992,67 years 09 months,880000.0,2024,4,67,32,6197.183098591549
pasir ris,executive,712,pasir ris st 72,04 to 06,148.0,apartment,1996,71 years 03 months,900000.0,2024,4,71,28,6081.081081081081
pasir ris,executive,603,elias rd,01 to 03,149.0,maisonette,1995,70 years,908000.0,2024,4,70,29,6093.959731543624
pasir ris,executive,710,pasir ris st 72,13 to 15,148.0,apartment,1996,71 years 03 months,920000.0,2024,4,71,28,6216.216216216216
pasir ris,executive,238,pasir ris st 21,07 to 09,147.0,apartment,1993,68 years 03 months,775000.0,2024,5,68,31,5272.108843537415
pasir ris,executive,136,pasir ris st 11,07 to 09,145.0,apartment,1994,69 years 06 months,790000.0,2024,5,69,30,5448.275862068966
pasir ris,executive,236,pasir ris st 21,10 to 12,147.0,apartment,1993,68 years 03 months,790000.0,2024,5,68,31,5374.149659863946
pasir ris,executive,156,pasir ris st 13,01 to 03,147.0,apartment,1995,69 years 10 months,800000.0,2024,5,69,29,5442.1768707483
pasir ris,executive,538,pasir ris st 51,01 to 03,144.0,apartment,1992,67 years 08 months,800000.0,2024,5,67,32,5555.555555555556
pasir ris,executive,506,pasir ris st 52,04 to 06,145.0,apartment,1993,68 years 05 months,818000.0,2024,5,68,31,5641.379310344828
pasir ris,executive,645,pasir ris dr 10,01 to 03,150.0,apartment,1995,70 years 04 months,830000.0,2024,5,70,29,5533.333333333333
pasir ris,executive,605,elias rd,01 to 03,149.0,apartment,1995,69 years 11 months,838000.0,2024,5,69,29,5624.161073825503
pasir ris,executive,644,pasir ris dr 10,04 to 06,148.0,apartment,1995,70 years 05 months,845000.0,2024,5,70,29,5709.459459459459
pasir ris,executive,717,pasir ris st 72,01 to 03,148.0,apartment,1996,71 years 03 months,845000.0,2024,5,71,28,5709.459459459459
pasir ris,executive,648,pasir ris dr 10,10 to 12,145.0,apartment,1995,70 years 04 months,857000.0,2024,5,70,29,5910.3448275862065
pasir ris,executive,507,pasir ris st 52,10 to 12,145.0,apartment,1993,68 years 05 months,878688.0,2024,5,68,31,6059.91724137931
pasir ris,executive,418,pasir ris dr 6,10 to 12,149.0,maisonette,1989,63 years 11 months,888000.0,2024,5,63,35,5959.731543624161
pasir ris,executive,108,pasir ris st 12,10 to 12,146.0,maisonette,1988,63 years 05 months,890000.0,2024,5,63,36,6095.890410958904
pasir ris,executive,548,pasir ris st 51,07 to 09,144.0,apartment,1992,67 years 08 months,890000.0,2024,5,67,32,6180.555555555556
pasir ris,executive,454,pasir ris dr 6,04 to 06,146.0,maisonette,1989,64 years 07 months,900000.0,2024,5,64,35,6164.3835616438355
pasir ris,executive,532,pasir ris dr 1,01 to 03,145.0,apartment,1992,67 years 07 months,908000.0,2024,5,67,32,6262.068965517241
pasir ris,executive,605,elias rd,01 to 03,154.0,apartment,1995,69 years 11 months,910000.0,2024,5,69,29,5909.090909090909
pasir ris,executive,422,pasir ris dr 6,10 to 12,151.0,maisonette,1989,64 years 05 months,948000.0,2024,5,64,35,6278.145695364238
pasir ris,executive,586,pasir ris st 53,07 to 09,146.0,apartment,1995,70 years 06 months,950000.0,2024,5,70,29,6506.8493150684935
pasir ris,executive,537,pasir ris st 51,07 to 09,149.0,maisonette,1992,67 years 08 months,965000.0,2024,5,67,32,6476.5100671140935
pasir ris,executive,549,pasir ris st 51,04 to 06,154.0,maisonette,1992,67 years 08 months,1030000.0,2024,5,67,32,6688.311688311688
pasir ris,executive,157,pasir ris st 13,04 to 06,152.0,apartment,1995,69 years 09 months,760888.0,2024,6,69,29,5005.8421052631575
pasir ris,executive,204,pasir ris st 21,07 to 09,147.0,apartment,1993,68 years 04 months,800000.0,2024,6,68,31,5442.1768707483
pasir ris,executive,217,pasir ris st 21,01 to 03,149.0,apartment,1993,68 years 02 months,802000.0,2024,6,68,31,5382.5503355704695
pasir ris,executive,206,pasir ris st 21,01 to 03,146.0,apartment,1993,68 years 05 months,810000.0,2024,6,68,31,5547.945205479452
pasir ris,executive,135,pasir ris st 11,04 to 06,147.0,apartment,1994,69 years 04 months,830000.0,2024,6,69,30,5646.258503401361
pasir ris,executive,239,pasir ris st 21,07 to 09,152.0,apartment,1993,68 years 02 months,839000.0,2024,6,68,31,5519.736842105263
pasir ris,executive,237,pasir ris st 21,13 to 15,146.0,apartment,1993,68 years 02 months,843000.0,2024,6,68,31,5773.972602739726
pasir ris,executive,422,pasir ris dr 6,01 to 03,151.0,maisonette,1989,64 years 05 months,870000.0,2024,6,64,35,5761.58940397351
pasir ris,executive,504,pasir ris st 52,01 to 03,145.0,apartment,1993,68 years 04 months,870000.0,2024,6,68,31,6000.0
pasir ris,executive,781,pasir ris st 71,13 to 15,143.0,apartment,1996,71 years 03 months,870000.0,2024,6,71,28,6083.916083916084
pasir ris,executive,546,pasir ris st 51,07 to 09,145.0,apartment,1992,67 years 07 months,900000.0,2024,6,67,32,6206.896551724138
pasir ris,executive,715,pasir ris st 72,10 to 12,148.0,apartment,1996,71 years 01 month,922000.0,2024,6,71,28,6229.72972972973
pasir ris,executive,645,pasir ris dr 10,07 to 09,149.0,apartment,1995,70 years 04 months,928888.0,2024,6,70,29,6234.147651006711
pasir ris,executive,533,pasir ris dr 1,07 to 09,145.0,apartment,1992,67 years 07 months,940000.0,2024,6,67,32,6482.758620689655
pasir ris,executive,532,pasir ris dr 1,10 to 12,145.0,apartment,1992,67 years 07 months,950000.0,2024,6,67,32,6551.724137931034
pasir ris,executive,602,elias rd,16 to 18,154.0,apartment,1995,69 years 10 months,1020000.0,2024,6,69,29,6623.376623376624
pasir ris,executive,152,pasir ris st 13,04 to 06,152.0,apartment,1995,69 years 09 months,778000.0,2024,7,69,29,5118.421052631579
pasir ris,executive,242,pasir ris st 21,07 to 09,148.0,apartment,1993,68 years 01 month,810000.0,2024,7,68,31,5472.972972972973
pasir ris,executive,224,pasir ris st 21,01 to 03,149.0,apartment,1993,68 years 01 month,825000.0,2024,7,68,31,5536.912751677853
pasir ris,executive,271,pasir ris st 21,07 to 09,145.0,apartment,1994,69 years 04 months,835000.0,2024,7,69,30,5758.620689655172
pasir ris,executive,503,pasir ris st 52,07 to 09,146.0,apartment,1993,68 years 06 months,837000.0,2024,7,68,31,5732.876712328767
pasir ris,executive,609,elias rd,01 to 03,149.0,apartment,1995,70 years 02 months,840000.0,2024,7,70,29,5637.583892617449
pasir ris,executive,717,pasir ris st 72,04 to 06,148.0,apartment,1996,71 years,845000.0,2024,7,71,28,5709.459459459459
pasir ris,executive,644,pasir ris dr 10,01 to 03,148.0,apartment,1995,70 years 03 months,850000.0,2024,7,70,29,5743.243243243243
pasir ris,executive,210,pasir ris st 21,07 to 09,149.0,apartment,1993,68 years 03 months,858000.0,2024,7,68,31,5758.3892617449665
pasir ris,executive,128,pasir ris st 11,04 to 06,151.0,maisonette,1988,63 years 05 months,865000.0,2024,7,63,36,5728.476821192053
pasir ris,executive,448,pasir ris dr 6,04 to 06,146.0,maisonette,1989,64 years 06 months,895000.0,2024,7,64,35,6130.13698630137
pasir ris,executive,601,elias rd,04 to 06,154.0,apartment,1995,69 years 09 months,896888.0,2024,7,69,29,5823.948051948052
pasir ris,executive,711,pasir ris st 72,07 to 09,145.0,maisonette,1996,71 years,930000.0,2024,7,71,28,6413.793103448276
pasir ris,executive,537,pasir ris st 51,07 to 09,141.0,apartment,1992,67 years 06 months,932000.0,2024,7,67,32,6609.929078014185
pasir ris,executive,585,pasir ris st 53,01 to 03,146.0,maisonette,1995,70 years 04 months,950000.0,2024,7,70,29,6506.8493150684935
pasir ris,executive,534,pasir ris dr 1,04 to 06,146.0,apartment,1992,67 years 06 months,958000.0,2024,7,67,32,6561.643835616438
pasir ris,executive,408,pasir ris dr 6,10 to 12,147.0,maisonette,1990,64 years 10 months,962000.0,2024,7,64,34,6544.21768707483
pasir ris,executive,210,pasir ris st 21,07 to 09,148.0,apartment,1993,68 years 01 month,808000.0,2024,8,68,31,5459.459459459459
pasir ris,executive,131,pasir ris st 11,07 to 09,147.0,apartment,1994,69 years 03 months,810000.0,2024,8,69,30,5510.2040816326535
pasir ris,executive,224,pasir ris st 21,04 to 06,148.0,apartment,1993,68 years,820000.0,2024,8,68,31,5540.540540540541
pasir ris,executive,268,pasir ris st 21,07 to 09,146.0,apartment,1994,69 years 04 months,828000.0,2024,8,69,30,5671.232876712329
pasir ris,executive,129,pasir ris st 11,07 to 09,142.0,apartment,1988,63 years 05 months,830000.0,2024,8,63,36,5845.070422535211
pasir ris,executive,240,pasir ris st 21,04 to 06,147.0,apartment,1993,68 years,848000.0,2024,8,68,31,5768.707482993197
pasir ris,executive,134,pasir ris st 11,07 to 09,149.0,apartment,1994,68 years 09 months,850000.0,2024,8,68,30,5704.697986577181
pasir ris,executive,508,pasir ris st 52,04 to 06,146.0,apartment,1993,68 years 02 months,858888.0,2024,8,68,31,5882.7945205479455
pasir ris,executive,132,pasir ris st 11,07 to 09,149.0,apartment,1994,69 years 03 months,865800.0,2024,8,69,30,5810.738255033557
pasir ris,executive,648,pasir ris dr 10,10 to 12,150.0,apartment,1995,70 years 01 month,880000.0,2024,8,70,29,5866.666666666667
pasir ris,executive,101,pasir ris st 12,04 to 06,146.0,maisonette,1988,63 years 04 months,880000.0,2024,8,63,36,6027.397260273972
pasir ris,executive,717,pasir ris st 72,13 to 15,148.0,apartment,1996,70 years 11 months,888888.0,2024,8,70,28,6006.0
pasir ris,executive,129,pasir ris st 11,07 to 09,151.0,maisonette,1988,63 years 04 months,938000.0,2024,8,63,36,6211.920529801325
pasir ris,executive,532,pasir ris dr 1,04 to 06,144.0,apartment,1992,67 years 05 months,952000.0,2024,8,67,32,6611.111111111111
pasir ris,executive,537,pasir ris st 51,13 to 15,144.0,apartment,1992,67 years 05 months,980000.0,2024,8,67,32,6805.555555555556
pasir ris,executive,544,pasir ris st 51,10 to 12,144.0,apartment,1992,67 years 04 months,1000000.0,2024,8,67,32,6944.444444444444
pasir ris,executive,210,pasir ris st 21,10 to 12,149.0,apartment,1993,68 years 01 month,810000.0,2024,9,68,31,5436.241610738255
pasir ris,executive,779,pasir ris st 71,04 to 06,144.0,apartment,1996,71 years,845000.0,2024,9,71,28,5868.055555555556
pasir ris,executive,642,pasir ris dr 10,04 to 06,145.0,apartment,1995,70 years,850000.0,2024,9,70,29,5862.068965517241
pasir ris,executive,650,pasir ris dr 10,04 to 06,149.0,apartment,1995,70 years 01 month,868000.0,2024,9,70,29,5825.503355704698
pasir ris,executive,505,pasir ris st 52,07 to 09,145.0,apartment,1993,68 years 01 month,870888.0,2024,9,68,31,6006.124137931034
pasir ris,executive,134,pasir ris st 11,04 to 06,149.0,apartment,1994,68 years 08 months,878000.0,2024,9,68,30,5892.61744966443
pasir ris,executive,129,pasir ris st 11,04 to 06,146.0,maisonette,1988,63 years 03 months,880000.0,2024,9,63,36,6027.397260273972
pasir ris,executive,454,pasir ris dr 6,10 to 12,146.0,maisonette,1989,64 years 03 months,910000.0,2024,9,64,35,6232.876712328767
pasir ris,executive,247,pasir ris st 21,10 to 12,149.0,apartment,1993,67 years 10 months,769000.0,2024,10,67,31,5161.073825503356
pasir ris,executive,237,pasir ris st 21,04 to 06,146.0,apartment,1993,67 years 11 months,808000.0,2024,10,67,31,5534.246575342466
pasir ris,executive,128,pasir ris st 11,07 to 09,151.0,maisonette,1988,63 years 03 months,835000.0,2024,10,63,36,5529.801324503312
pasir ris,executive,132,pasir ris st 11,01 to 03,149.0,apartment,1994,69 years 02 months,840000.0,2024,10,69,30,5637.583892617449
pasir ris,executive,155,pasir ris st 13,07 to 09,152.0,apartment,1995,69 years 05 months,840000.0,2024,10,69,29,5526.315789473684
pasir ris,executive,101,pasir ris st 12,04 to 06,146.0,maisonette,1988,63 years 02 months,855000.0,2024,10,63,36,5856.164383561644
pasir ris,executive,208,pasir ris st 21,04 to 06,148.0,apartment,1993,68 years,868000.0,2024,10,68,31,5864.864864864865
pasir ris,executive,509,pasir ris st 52,07 to 09,146.0,apartment,1993,68 years,925000.0,2024,10,68,31,6335.6164383561645
pasir ris,executive,534,pasir ris dr 1,04 to 06,144.0,apartment,1992,67 years 03 months,928000.0,2024,10,67,32,6444.444444444444
pasir ris,executive,500,pasir ris st 52,07 to 09,146.0,apartment,1993,68 years 03 months,938888.0,2024,10,68,31,6430.739726027397
pasir ris,executive,210,pasir ris st 21,07 to 09,147.0,apartment,1993,67 years 11 months,818000.0,2024,11,67,31,5564.625850340136
pasir ris,executive,217,pasir ris st 21,01 to 03,151.0,apartment,1993,67 years 10 months,827000.0,2024,11,67,31,5476.82119205298
pasir ris,executive,580,pasir ris st 53,01 to 03,147.0,apartment,1995,70 years,833000.0,2024,11,70,29,5666.666666666667
pasir ris,executive,510,pasir ris st 52,01 to 03,146.0,apartment,1993,67 years 11 months,840000.0,2024,11,67,31,5753.424657534247
pasir ris,executive,647,pasir ris dr 10,04 to 06,149.0,apartment,1995,69 years 10 months,855000.0,2024,11,69,29,5738.255033557047
pasir ris,executive,466,pasir ris st 41,01 to 03,148.0,maisonette,1992,67 years 03 months,895000.0,2024,11,67,32,6047.2972972972975
pasir ris,executive,420,pasir ris dr 6,01 to 03,146.0,maisonette,1989,63 years 03 months,910000.0,2024,11,63,35,6232.876712328767
pasir ris,executive,541,pasir ris st 51,01 to 03,143.0,apartment,1992,67 years 02 months,920000.0,2024,11,67,32,6433.566433566433
pasir ris,executive,607,elias rd,04 to 06,155.0,apartment,1995,69 years 09 months,928000.0,2024,11,69,29,5987.096774193548
pasir ris,executive,500,pasir ris st 52,13 to 15,146.0,apartment,1993,68 years 02 months,930000.0,2024,11,68,31,6369.86301369863
pasir ris,executive,780,pasir ris st 71,07 to 09,143.0,apartment,1996,70 years 10 months,940000.0,2024,11,70,28,6573.426573426574
pasir ris,executive,585,pasir ris st 53,01 to 03,146.0,maisonette,1995,70 years,955000.0,2024,11,70,29,6541.095890410959
pasir ris,executive,537,pasir ris st 51,13 to 15,141.0,apartment,1992,67 years 02 months,984000.0,2024,11,67,32,6978.723404255319
pasir ris,executive,547,pasir ris st 51,10 to 12,154.0,maisonette,1992,67 years 02 months,992000.0,2024,11,67,32,6441.558441558442
pasir ris,executive,536,pasir ris dr 1,13 to 15,147.0,apartment,1992,67 years 03 months,999000.0,2024,11,67,32,6795.918367346939
pasir ris,executive,250,pasir ris st 21,01 to 03,145.0,apartment,1993,67 years 09 months,810000.0,2024,12,67,31,5586.206896551724
pasir ris,executive,245,pasir ris st 21,01 to 03,148.0,apartment,1993,67 years 08 months,820000.0,2024,12,67,31,5540.540540540541
pasir ris,executive,129,pasir ris st 11,04 to 06,146.0,maisonette,1988,63 years 01 month,850000.0,2024,12,63,36,5821.917808219178
pasir ris,executive,649,pasir ris dr 10,04 to 06,145.0,apartment,1995,69 years 11 months,858000.0,2024,12,69,29,5917.241379310345
pasir ris,executive,456,pasir ris dr 4,07 to 09,142.0,apartment,1992,66 years 11 months,860000.0,2024,12,66,32,6056.338028169014
pasir ris,executive,248,pasir ris st 21,07 to 09,150.0,apartment,1993,67 years 09 months,860000.0,2024,12,67,31,5733.333333333333
pasir ris,executive,251,pasir ris st 21,04 to 06,148.0,apartment,1993,67 years 08 months,875000.0,2024,12,67,31,5912.1621621621625
pasir ris,executive,645,pasir ris dr 10,04 to 06,146.0,apartment,1995,69 years 10 months,878000.0,2024,12,69,29,6013.698630136986
pasir ris,executive,646,pasir ris dr 10,10 to 12,145.0,apartment,1995,69 years 10 months,880000.0,2024,12,69,29,6068.9655172413795
pasir ris,executive,459,pasir ris dr 4,07 to 09,142.0,apartment,1992,67 years 01 month,890000.0,2024,12,67,32,6267.605633802817
pasir ris,executive,643,pasir ris dr 10,07 to 09,145.0,apartment,1995,69 years 09 months,890000.0,2024,12,69,29,6137.931034482759
pasir ris,executive,422,pasir ris dr 6,01 to 03,151.0,maisonette,1989,63 years 11 months,912000.0,2024,12,63,35,6039.735099337749
pasir ris,executive,129,pasir ris st 11,04 to 06,151.0,maisonette,1988,63 years 01 month,918888.0,2024,12,63,36,6085.350993377483
pasir ris,executive,244,pasir ris st 21,04 to 06,145.0,apartment,1993,67 years 08 months,920000.0,2024,12,67,31,6344.827586206897
pasir ris,executive,466,pasir ris st 41,01 to 03,156.0,maisonette,1992,67 years 02 months,920088.0,2024,12,67,32,5898.0
pasir ris,executive,547,pasir ris st 51,07 to 09,143.0,apartment,1992,66 years 11 months,945000.0,2024,12,66,32,6608.391608391608
pasir ris,executive,713,pasir ris st 72,10 to 12,148.0,apartment,1996,70 years 07 months,960000.0,2024,12,70,28,6486.486486486487
pasir ris,executive,541,pasir ris st 51,04 to 06,143.0,apartment,1992,66 years 11 months,970000.0,2024,12,66,32,6783.216783216783
pasir ris,executive,500,pasir ris st 52,13 to 15,146.0,apartment,1993,68 years 02 months,970000.0,2024,12,68,31,6643.835616438356
pasir ris,executive,714,pasir ris st 72,07 to 09,146.0,apartment,1996,70 years 07 months,975000.0,2024,12,70,28,6678.082191780822
pasir ris,executive,601,elias rd,07 to 09,150.0,apartment,1995,69 years 01 month,970000.0,2025,3,69,30,6466.666666666667
pasir ris,executive,609,elias rd,13 to 15,155.0,apartment,1995,69 years 04 months,1055000.0,2025,4,69,30,6806.451612903225
pasir ris,executive,603,elias rd,01 to 03,151.0,maisonette,1995,68 years 10 months,1000000.0,2025,6,68,30,6622.516556291391
pasir ris,executive,605,elias rd,07 to 09,154.0,apartment,1995,68 years 09 months,970000.0,2025,7,68,30,6298.701298701299
pasir ris,executive,608,elias rd,04 to 06,155.0,apartment,1995,69 years 01 month,990000.0,2025,7,69,30,6387.096774193548
pasir ris,executive,607,elias rd,13 to 15,149.0,apartment,1995,69 years,988000.0,2025,8,69,30,6630.872483221477
pasir ris,executive,601,elias rd,10 to 12,154.0,apartment,1995,68 years 07 months,1100000.0,2025,9,68,30,7142.857142857143
pasir ris,executive,607,elias rd,01 to 03,155.0,apartment,1995,68 years 10 months,950000.0,2025,9,68,30,6129.032258064516
pasir ris,executive,609,elias rd,13 to 15,149.0,apartment,1995,68 years 10 months,1035000.0,2025,9,68,30,6946.3087248322145
pasir ris,executive,603,elias rd,01 to 03,149.0,maisonette,1995,68 years 05 months,1250000.0,2025,11,68,30,8389.261744966443
pasir ris,executive,609,elias rd,10 to 12,149.0,apartment,1995,68 years 08 months,978000.0,2025,12,68,30,6563.758389261745
pasir ris,executive,603,elias rd,04 to 06,150.0,maisonette,1995,68 years 04 months,990000.0,2025,12,68,30,6600.0
pasir ris,executive,536,pasir ris dr 1,10 to 12,150.0,apartment,1992,66 years 08 months,888888.88,2025,4,66,33,5925.9258666666665
pasir ris,executive,535,pasir ris dr 1,04 to 06,147.0,apartment,1992,66 years 08 months,980000.0,2025,5,66,33,6666.666666666667
pasir ris,executive,536,pasir ris dr 1,04 to 06,150.0,apartment,1992,66 years 04 months,985000.0,2025,8,66,33,6566.666666666667
pasir ris,executive,531,pasir ris dr 1,01 to 03,148.0,maisonette,1992,66 years 04 months,980000.0,2025,8,66,33,6621.621621621622
pasir ris,executive,532,pasir ris dr 1,10 to 12,149.0,apartment,1992,65 years 11 months,1075000.0,2025,11,65,33,7214.765100671141
pasir ris,executive,644,pasir ris dr 10,01 to 03,143.0,apartment,1995,69 years 10 months,875000.0,2025,1,69,30,6118.881118881119
pasir ris,executive,648,pasir ris dr 10,04 to 06,149.0,apartment,1995,69 years 08 months,850000.0,2025,1,69,30,5704.697986577181
pasir ris,executive,646,pasir ris dr 10,10 to 12,150.0,apartment,1995,69 years 09 months,933888.0,2025,2,69,30,6225.92
pasir ris,executive,646,pasir ris dr 10,10 to 12,146.0,apartment,1995,69 years 07 months,888888.0,2025,3,69,30,6088.273972602739
pasir ris,executive,649,pasir ris dr 10,04 to 06,145.0,apartment,1995,69 years 06 months,870000.0,2025,4,69,30,6000.0
pasir ris,executive,643,pasir ris dr 10,10 to 12,148.0,apartment,1995,69 years 05 months,940000.0,2025,4,69,30,6351.351351351352
pasir ris,executive,643,pasir ris dr 10,07 to 09,149.0,apartment,1995,69 years 04 months,940000.0,2025,5,69,30,6308.724832214765
pasir ris,executive,645,pasir ris dr 10,10 to 12,150.0,apartment,1995,69 years 04 months,967000.0,2025,5,69,30,6446.666666666667
pasir ris,executive,645,pasir ris dr 10,01 to 03,148.0,apartment,1995,69 years 04 months,910000.0,2025,6,69,30,6148.648648648648
pasir ris,executive,644,pasir ris dr 10,07 to 09,148.0,apartment,1995,69 years 03 months,850000.0,2025,7,69,30,5743.243243243243
pasir ris,executive,649,pasir ris dr 10,10 to 12,146.0,apartment,1995,69 years 01 month,890000.0,2025,8,69,30,6095.890410958904
pasir ris,executive,645,pasir ris dr 10,13 to 15,146.0,apartment,1995,69 years,1008000.0,2025,10,69,30,6904.109589041096
pasir ris,executive,647,pasir ris dr 10,07 to 09,148.0,apartment,1995,68 years 10 months,872000.0,2025,11,68,30,5891.891891891892
pasir ris,executive,460,pasir ris dr 4,04 to 06,142.0,apartment,1992,66 years 10 months,880000.0,2025,3,66,33,6197.183098591549
pasir ris,executive,456,pasir ris dr 4,04 to 06,146.0,apartment,1992,66 years 09 months,905000.0,2025,4,66,33,6198.630136986301
pasir ris,executive,456,pasir ris dr 4,10 to 12,142.0,apartment,1992,66 years 08 months,905000.0,2025,4,66,33,6373.239436619719
pasir ris,executive,456,pasir ris dr 4,04 to 06,148.0,apartment,1992,66 years 06 months,905000.0,2025,7,66,33,6114.864864864865
pasir ris,executive,459,pasir ris dr 4,07 to 09,146.0,apartment,1992,66 years 04 months,880000.0,2025,9,66,33,6027.397260273972
pasir ris,executive,460,pasir ris dr 4,10 to 12,142.0,apartment,1992,66 years 03 months,905000.0,2025,9,66,33,6373.239436619719
pasir ris,executive,448,pasir ris dr 6,07 to 09,154.0,maisonette,1989,64 years,1036000.0,2025,1,64,36,6727.272727272727
pasir ris,executive,448,pasir ris dr 6,01 to 03,154.0,maisonette,1989,63 years 11 months,1025000.0,2025,2,63,36,6655.8441558441555
pasir ris,executive,448,pasir ris dr 6,01 to 03,146.0,maisonette,1989,63 years 11 months,1030000.0,2025,2,63,36,7054.7945205479455
pasir ris,executive,418,pasir ris dr 6,04 to 06,146.0,maisonette,1989,63 years 02 months,878000.0,2025,3,63,36,6013.698630136986
pasir ris,executive,418,pasir ris dr 6,10 to 12,149.0,maisonette,1989,62 years 09 months,992000.0,2025,7,62,36,6657.718120805369
